id,name,type,category,emirate,area,zone,zoneCode,maps,source,verified
"uae-shj-heart-of-sharjah-resort-8","Central Heart of Sharjah Desert Resort 8","Resort","Resort","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Central%20Heart%20of%20Sharjah%20Desert%20Resort%208%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-resort-9","Vista Heart of Sharjah Resort 9","Resort","Resort","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Vista%20Heart%20of%20Sharjah%20Resort%209%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-resort-10","Elite Heart of Sharjah Beach Resort 10","Resort","Resort","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Elite%20Heart%20of%20Sharjah%20Beach%20Resort%2010%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-resort-11","Signature Heart of Sharjah Desert Resort 11","Resort","Resort","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Signature%20Heart%20of%20Sharjah%20Desert%20Resort%2011%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-resort-12","Garden Heart of Sharjah Resort 12","Resort","Resort","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Garden%20Heart%20of%20Sharjah%20Resort%2012%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-mall-1","Royal Heart of Sharjah Retail District 1","Mall","Mall","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Royal%20Heart%20of%20Sharjah%20Retail%20District%201%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-mall-2","City Heart of Sharjah Mall 2","Mall","Mall","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=City%20Heart%20of%20Sharjah%20Mall%202%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-mall-3","Pearl Heart of Sharjah Shopping Centre 3","Mall","Mall","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Pearl%20Heart%20of%20Sharjah%20Shopping%20Centre%203%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-mall-4","Marina Heart of Sharjah Retail District 4","Mall","Mall","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Marina%20Heart%20of%20Sharjah%20Retail%20District%204%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-mall-5","Creek Heart of Sharjah Mall 5","Mall","Mall","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Creek%20Heart%20of%20Sharjah%20Mall%205%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-mall-6","Heritage Heart of Sharjah Shopping Centre 6","Mall","Mall","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Heritage%20Heart%20of%20Sharjah%20Shopping%20Centre%206%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-mall-7","Central Heart of Sharjah Retail District 7","Mall","Mall","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Central%20Heart%20of%20Sharjah%20Retail%20District%207%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-mall-8","Vista Heart of Sharjah Mall 8","Mall","Mall","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Vista%20Heart%20of%20Sharjah%20Mall%208%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-museum-1","City Heart of Sharjah Museum 1","Museum","Museum","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=City%20Heart%20of%20Sharjah%20Museum%201%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-museum-2","Pearl Heart of Sharjah Gallery 2","Museum","Museum","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Pearl%20Heart%20of%20Sharjah%20Gallery%202%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-museum-3","Marina Heart of Sharjah Visitor Centre 3","Museum","Museum","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Marina%20Heart%20of%20Sharjah%20Visitor%20Centre%203%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-museum-4","Creek Heart of Sharjah Museum 4","Museum","Museum","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Creek%20Heart%20of%20Sharjah%20Museum%204%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-museum-5","Heritage Heart of Sharjah Gallery 5","Museum","Museum","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Heritage%20Heart%20of%20Sharjah%20Gallery%205%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-museum-6","Central Heart of Sharjah Visitor Centre 6","Museum","Museum","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Central%20Heart%20of%20Sharjah%20Visitor%20Centre%206%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-attraction-1","Pearl Heart of Sharjah Landmark 1","Attraction","Attraction","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Pearl%20Heart%20of%20Sharjah%20Landmark%201%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-attraction-2","Marina Heart of Sharjah Adventure Park 2","Attraction","Attraction","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Marina%20Heart%20of%20Sharjah%20Adventure%20Park%202%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-attraction-3","Creek Heart of Sharjah Experience 3","Attraction","Attraction","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Creek%20Heart%20of%20Sharjah%20Experience%203%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-attraction-4","Heritage Heart of Sharjah Landmark 4","Attraction","Attraction","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Heritage%20Heart%20of%20Sharjah%20Landmark%204%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-attraction-5","Central Heart of Sharjah Adventure Park 5","Attraction","Attraction","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Central%20Heart%20of%20Sharjah%20Adventure%20Park%205%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-attraction-6","Vista Heart of Sharjah Experience 6","Attraction","Attraction","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Vista%20Heart%20of%20Sharjah%20Experience%206%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-attraction-7","Elite Heart of Sharjah Landmark 7","Attraction","Attraction","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Elite%20Heart%20of%20Sharjah%20Landmark%207%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-attraction-8","Signature Heart of Sharjah Adventure Park 8","Attraction","Attraction","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Signature%20Heart%20of%20Sharjah%20Adventure%20Park%208%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-attraction-9","Garden Heart of Sharjah Experience 9","Attraction","Attraction","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Garden%20Heart%20of%20Sharjah%20Experience%209%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-attraction-10","Palace Heart of Sharjah Landmark 10","Attraction","Attraction","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Palace%20Heart%20of%20Sharjah%20Landmark%2010%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-attraction-11","Harbour Heart of Sharjah Adventure Park 11","Attraction","Attraction","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Harbour%20Heart%20of%20Sharjah%20Adventure%20Park%2011%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-attraction-12","Oasis Heart of Sharjah Experience 12","Attraction","Attraction","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Oasis%20Heart%20of%20Sharjah%20Experience%2012%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-culture-site-1","Marina Heart of Sharjah Heritage Site 1","Culture Site","Culture Site","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Marina%20Heart%20of%20Sharjah%20Heritage%20Site%201%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-culture-site-2","Creek Heart of Sharjah Cultural Centre 2","Culture Site","Culture Site","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Creek%20Heart%20of%20Sharjah%20Cultural%20Centre%202%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-culture-site-3","Heritage Heart of Sharjah Fort 3","Culture Site","Culture Site","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Heritage%20Heart%20of%20Sharjah%20Fort%203%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-culture-site-4","Central Heart of Sharjah Majlis 4","Culture Site","Culture Site","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Central%20Heart%20of%20Sharjah%20Majlis%204%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-culture-site-5","Vista Heart of Sharjah Heritage Site 5","Culture Site","Culture Site","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Vista%20Heart%20of%20Sharjah%20Heritage%20Site%205%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-culture-site-6","Elite Heart of Sharjah Cultural Centre 6","Culture Site","Culture Site","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Elite%20Heart%20of%20Sharjah%20Cultural%20Centre%206%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-culture-site-7","Signature Heart of Sharjah Fort 7","Culture Site","Culture Site","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Signature%20Heart%20of%20Sharjah%20Fort%207%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-culture-site-8","Garden Heart of Sharjah Majlis 8","Culture Site","Culture Site","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Garden%20Heart%20of%20Sharjah%20Majlis%208%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-culture-site-9","Palace Heart of Sharjah Heritage Site 9","Culture Site","Culture Site","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Palace%20Heart%20of%20Sharjah%20Heritage%20Site%209%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-culture-site-10","Harbour Heart of Sharjah Cultural Centre 10","Culture Site","Culture Site","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Harbour%20Heart%20of%20Sharjah%20Cultural%20Centre%2010%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-transport-hub-1","Creek Heart of Sharjah Bus Station 1","Transport Hub","Transport Hub","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Creek%20Heart%20of%20Sharjah%20Bus%20Station%201%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-transport-hub-2","Heritage Heart of Sharjah Airport Meet Point 2","Transport Hub","Transport Hub","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Heritage%20Heart%20of%20Sharjah%20Airport%20Meet%20Point%202%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-transport-hub-3","Central Heart of Sharjah Cruise Terminal 3","Transport Hub","Transport Hub","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Central%20Heart%20of%20Sharjah%20Cruise%20Terminal%203%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-transport-hub-4","Vista Heart of Sharjah Bus Station 4","Transport Hub","Transport Hub","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Vista%20Heart%20of%20Sharjah%20Bus%20Station%204%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-transport-hub-5","Elite Heart of Sharjah Airport Meet Point 5","Transport Hub","Transport Hub","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Elite%20Heart%20of%20Sharjah%20Airport%20Meet%20Point%205%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-beach-1","Heritage Heart of Sharjah Beach Park 1","Beach","Beach","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Heritage%20Heart%20of%20Sharjah%20Beach%20Park%201%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-beach-2","Central Heart of Sharjah Corniche 2","Beach","Beach","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Central%20Heart%20of%20Sharjah%20Corniche%202%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-beach-3","Vista Heart of Sharjah Beach 3","Beach","Beach","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Vista%20Heart%20of%20Sharjah%20Beach%203%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-beach-4","Elite Heart of Sharjah Beach Park 4","Beach","Beach","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Elite%20Heart%20of%20Sharjah%20Beach%20Park%204%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-beach-5","Signature Heart of Sharjah Corniche 5","Beach","Beach","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Signature%20Heart%20of%20Sharjah%20Corniche%205%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-beach-6","Garden Heart of Sharjah Beach 6","Beach","Beach","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Garden%20Heart%20of%20Sharjah%20Beach%206%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-outdoor-1","Central Heart of Sharjah Nature Reserve 1","Outdoor","Outdoor","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Central%20Heart%20of%20Sharjah%20Nature%20Reserve%201%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-outdoor-2","Vista Heart of Sharjah Desert Camp 2","Outdoor","Outdoor","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Vista%20Heart%20of%20Sharjah%20Desert%20Camp%202%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-outdoor-3","Elite Heart of Sharjah Mountain Viewpoint 3","Outdoor","Outdoor","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Elite%20Heart%20of%20Sharjah%20Mountain%20Viewpoint%203%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-outdoor-4","Signature Heart of Sharjah Nature Reserve 4","Outdoor","Outdoor","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Signature%20Heart%20of%20Sharjah%20Nature%20Reserve%204%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-outdoor-5","Garden Heart of Sharjah Desert Camp 5","Outdoor","Outdoor","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Garden%20Heart%20of%20Sharjah%20Desert%20Camp%205%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-outdoor-6","Palace Heart of Sharjah Mountain Viewpoint 6","Outdoor","Outdoor","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Palace%20Heart%20of%20Sharjah%20Mountain%20Viewpoint%206%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-market-1","Vista Heart of Sharjah Souq 1","Market","Market","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Vista%20Heart%20of%20Sharjah%20Souq%201%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-market-2","Elite Heart of Sharjah Market 2","Market","Market","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Elite%20Heart%20of%20Sharjah%20Market%202%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-market-3","Signature Heart of Sharjah Bazaar 3","Market","Market","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Signature%20Heart%20of%20Sharjah%20Bazaar%203%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-market-4","Garden Heart of Sharjah Souq 4","Market","Market","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Garden%20Heart%20of%20Sharjah%20Souq%204%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-market-5","Palace Heart of Sharjah Market 5","Market","Market","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Palace%20Heart%20of%20Sharjah%20Market%205%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-market-6","Harbour Heart of Sharjah Bazaar 6","Market","Market","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Harbour%20Heart%20of%20Sharjah%20Bazaar%206%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-restaurant-area-1","Elite Heart of Sharjah Restaurant Village 1","Restaurant Area","Restaurant Area","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Elite%20Heart%20of%20Sharjah%20Restaurant%20Village%201%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-restaurant-area-2","Signature Heart of Sharjah Food Hall 2","Restaurant Area","Restaurant Area","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Signature%20Heart%20of%20Sharjah%20Food%20Hall%202%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-restaurant-area-3","Garden Heart of Sharjah Dining District 3","Restaurant Area","Restaurant Area","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Garden%20Heart%20of%20Sharjah%20Dining%20District%203%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-restaurant-area-4","Palace Heart of Sharjah Restaurant Village 4","Restaurant Area","Restaurant Area","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Palace%20Heart%20of%20Sharjah%20Restaurant%20Village%204%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-restaurant-area-5","Harbour Heart of Sharjah Food Hall 5","Restaurant Area","Restaurant Area","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Harbour%20Heart%20of%20Sharjah%20Food%20Hall%205%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-restaurant-area-6","Oasis Heart of Sharjah Dining District 6","Restaurant Area","Restaurant Area","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Oasis%20Heart%20of%20Sharjah%20Dining%20District%206%20Sharjah%20UAE","generated-seed","false"
"uae-shj-heart-of-sharjah-event-venue-1","Signature Heart of Sharjah Arena 1","Event Venue","Event Venue","Sharjah","Heart of Sharjah","Heart of Sharjah","Z6","https://maps.google.com/?q=Signature%20Heart%20of%20Sharjah%20Arena%201%20Sharjah%20UAE","generated-seed","false"
