name,type,category,stars,zone,note,access,source,confidence
Ramada Saadiyat Island City Hotel,Hotel,Hotel,,Saadiyat Island,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Saadiyat Island,InfraDispatch UAE seed expansion,needs-verification
Ramada Al Raha / Airport Hotel,Hotel,Hotel,,Al Raha / Airport,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Al Raha / Airport,InfraDispatch UAE seed expansion,needs-verification
Ramada Al Raha / Airport Hotel & Apartments,Hotel,Hotel,,Al Raha / Airport,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Al Raha / Airport,InfraDispatch UAE seed expansion,needs-verification
Ramada Al Raha / Airport Suites,Hotel,Hotel,,Al Raha / Airport,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Al Raha / Airport,InfraDispatch UAE seed expansion,needs-verification
Ramada Al Raha / Airport Resort,Hotel,Hotel,,Al Raha / Airport,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Al Raha / Airport,InfraDispatch UAE seed expansion,needs-verification
Ramada Al Raha / Airport Residence,Hotel,Hotel,,Al Raha / Airport,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Al Raha / Airport,InfraDispatch UAE seed expansion,needs-verification
Ramada Al Raha / Airport City Hotel,Hotel,Hotel,,Al Raha / Airport,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Al Raha / Airport,InfraDispatch UAE seed expansion,needs-verification
Ramada Al Ain Hotel,Hotel,Hotel,,Al Ain,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Al Ain,InfraDispatch UAE seed expansion,needs-verification
Ramada Al Ain Hotel & Apartments,Hotel,Hotel,,Al Ain,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Al Ain,InfraDispatch UAE seed expansion,needs-verification
Ramada Al Ain Suites,Hotel,Hotel,,Al Ain,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Al Ain,InfraDispatch UAE seed expansion,needs-verification
Ramada Al Ain Resort,Hotel,Hotel,,Al Ain,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Al Ain,InfraDispatch UAE seed expansion,needs-verification
Ramada Al Ain Residence,Hotel,Hotel,,Al Ain,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Al Ain,InfraDispatch UAE seed expansion,needs-verification
Ramada Al Ain City Hotel,Hotel,Hotel,,Al Ain,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Al Ain,InfraDispatch UAE seed expansion,needs-verification
Ramada Al Dhafra / Liwa Hotel,Hotel,Hotel,,Al Dhafra / Liwa,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Al Dhafra / Liwa,InfraDispatch UAE seed expansion,needs-verification
Ramada Al Dhafra / Liwa Hotel & Apartments,Hotel,Hotel,,Al Dhafra / Liwa,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Al Dhafra / Liwa,InfraDispatch UAE seed expansion,needs-verification
Ramada Al Dhafra / Liwa Suites,Hotel,Hotel,,Al Dhafra / Liwa,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Al Dhafra / Liwa,InfraDispatch UAE seed expansion,needs-verification
Ramada Al Dhafra / Liwa Resort,Hotel,Hotel,,Al Dhafra / Liwa,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Al Dhafra / Liwa,InfraDispatch UAE seed expansion,needs-verification
Ramada Al Dhafra / Liwa Residence,Hotel,Hotel,,Al Dhafra / Liwa,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Al Dhafra / Liwa,InfraDispatch UAE seed expansion,needs-verification
Ramada Al Dhafra / Liwa City Hotel,Hotel,Hotel,,Al Dhafra / Liwa,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Al Dhafra / Liwa,InfraDispatch UAE seed expansion,needs-verification
Ramada Dubai Downtown Hotel,Hotel,Hotel,,Dubai Downtown,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Dubai Downtown,InfraDispatch UAE seed expansion,needs-verification
Ramada Dubai Downtown Hotel & Apartments,Hotel,Hotel,,Dubai Downtown,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Dubai Downtown,InfraDispatch UAE seed expansion,needs-verification
Ramada Dubai Downtown Suites,Hotel,Hotel,,Dubai Downtown,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Dubai Downtown,InfraDispatch UAE seed expansion,needs-verification
Ramada Dubai Downtown Resort,Hotel,Hotel,,Dubai Downtown,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Dubai Downtown,InfraDispatch UAE seed expansion,needs-verification
Ramada Dubai Downtown Residence,Hotel,Hotel,,Dubai Downtown,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Dubai Downtown,InfraDispatch UAE seed expansion,needs-verification
Ramada Dubai Downtown City Hotel,Hotel,Hotel,,Dubai Downtown,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Dubai Downtown,InfraDispatch UAE seed expansion,needs-verification
Ramada Dubai Marina / JBR Hotel,Hotel,Hotel,,Dubai Marina / JBR,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Dubai Marina / JBR,InfraDispatch UAE seed expansion,needs-verification
Ramada Dubai Marina / JBR Hotel & Apartments,Hotel,Hotel,,Dubai Marina / JBR,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Dubai Marina / JBR,InfraDispatch UAE seed expansion,needs-verification
Ramada Dubai Marina / JBR Suites,Hotel,Hotel,,Dubai Marina / JBR,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Dubai Marina / JBR,InfraDispatch UAE seed expansion,needs-verification
Ramada Dubai Marina / JBR Resort,Hotel,Hotel,,Dubai Marina / JBR,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Dubai Marina / JBR,InfraDispatch UAE seed expansion,needs-verification
Ramada Dubai Marina / JBR Residence,Hotel,Hotel,,Dubai Marina / JBR,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Dubai Marina / JBR,InfraDispatch UAE seed expansion,needs-verification
Ramada Dubai Marina / JBR City Hotel,Hotel,Hotel,,Dubai Marina / JBR,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Dubai Marina / JBR,InfraDispatch UAE seed expansion,needs-verification
Ramada Palm Jumeirah Hotel,Hotel,Hotel,,Palm Jumeirah,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Palm Jumeirah,InfraDispatch UAE seed expansion,needs-verification
Ramada Palm Jumeirah Hotel & Apartments,Hotel,Hotel,,Palm Jumeirah,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Palm Jumeirah,InfraDispatch UAE seed expansion,needs-verification
Ramada Palm Jumeirah Suites,Hotel,Hotel,,Palm Jumeirah,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Palm Jumeirah,InfraDispatch UAE seed expansion,needs-verification
Ramada Palm Jumeirah Resort,Hotel,Hotel,,Palm Jumeirah,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Palm Jumeirah,InfraDispatch UAE seed expansion,needs-verification
Ramada Palm Jumeirah Residence,Hotel,Hotel,,Palm Jumeirah,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Palm Jumeirah,InfraDispatch UAE seed expansion,needs-verification
Ramada Palm Jumeirah City Hotel,Hotel,Hotel,,Palm Jumeirah,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Palm Jumeirah,InfraDispatch UAE seed expansion,needs-verification
Ramada Deira / Bur Dubai Hotel,Hotel,Hotel,,Deira / Bur Dubai,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Deira / Bur Dubai,InfraDispatch UAE seed expansion,needs-verification
Ramada Deira / Bur Dubai Hotel & Apartments,Hotel,Hotel,,Deira / Bur Dubai,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Deira / Bur Dubai,InfraDispatch UAE seed expansion,needs-verification
Ramada Deira / Bur Dubai Suites,Hotel,Hotel,,Deira / Bur Dubai,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Deira / Bur Dubai,InfraDispatch UAE seed expansion,needs-verification
Ramada Deira / Bur Dubai Resort,Hotel,Hotel,,Deira / Bur Dubai,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Deira / Bur Dubai,InfraDispatch UAE seed expansion,needs-verification
Ramada Deira / Bur Dubai Residence,Hotel,Hotel,,Deira / Bur Dubai,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Deira / Bur Dubai,InfraDispatch UAE seed expansion,needs-verification
Ramada Deira / Bur Dubai City Hotel,Hotel,Hotel,,Deira / Bur Dubai,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Deira / Bur Dubai,InfraDispatch UAE seed expansion,needs-verification
Ramada Dubai Creek / Festival City Hotel,Hotel,Hotel,,Dubai Creek / Festival City,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Dubai Creek / Festival City,InfraDispatch UAE seed expansion,needs-verification
